Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,Short_Question_Text,Latitude,Longitude,Latitude,Longitude,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
2017,TX,Texas,Amarillo,City,BRFSS,Health Outcomes,4803000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.2,6.1,6.3,190695,"(35.2003835544, -101.828292514)",HLTHOUT,CHD,4803000,Coronary Heart Disease,35.2003835544,-101.828292514,35.2004,-101.8283,210.29,0.05,0.49,104.43,0.02,3.43,18.29,1.16
2017,CA,California,Anaheim,City,BRFSS,Health Outcomes,602000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.2,5.1,5.2,336265,"(33.8389076996, -117.857613481)",HLTHOUT,CHD,602000,Coronary Heart Disease,33.8389076996,-117.857613481,33.8389,-117.8576,473.98,1.84,31.19,266.08,23.6,69.66,75.75,0.63
2017,AK,Alaska,Anchorage,City,BRFSS,Health Outcomes,203000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.0,4.9,5.1,291826,"(61.149868731, -149.111113424)",HLTHOUT,CHD,203000,Coronary Heart Disease,61.149868731,-149.111113424,61.1499,-149.1111,220.3,0.07,0.13,85.12,0.09,0.5,0.58,0.03
2017,MI,Michigan,Ann Arbor,City,BRFSS,Health Outcomes,2603000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.7,4.6,4.8,113934,"(42.2756833567, -83.7311374448)",HLTHOUT,CHD,2603000,Coronary Heart Disease,42.2756833567,-83.7311374448,42.2757,-83.7311,233.65,0.06,3.09,115.87,1.12,4.24,4.7,1.43
2017,CA,California,Antioch,City,BRFSS,Health Outcomes,602252,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.3,5.2,5.4,102372,"(37.9777042922, -121.796606971)",HLTHOUT,CHD,602252,Coronary Heart Disease,37.9777042922,-121.796606971,37.9777,-121.7966,330.45,3.19,14.91,98.71,4.05,8.74,10.11,2.19
2017,CA,California,Apple Valley,City,BRFSS,Health Outcomes,602364,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.7,5.5,5.8,69135,"(34.5315984948, -117.211012664)",HLTHOUT,CHD,602364,Coronary Heart Disease,34.5315984948,-117.211012664,34.5316,-117.211,205.28,0.06,0.43,141.62,0.07,1.29,4.95,0.26
2017,WI,Wisconsin,Appleton,City,BRFSS,Health Outcomes,5502375,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.1,5.0,5.3,72623,"(44.2776987457, -88.3897664444)",HLTHOUT,CHD,5502375,Coronary Heart Disease,44.2776987457,-88.3897664444,44.28,-88.39,236.99,0.42,6.51,70.1,0.06,0.97,1.52,4.31
2017,TX,Texas,Arlington,City,BRFSS,Health Outcomes,4804000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.9,5.9,6.0,365438,"(32.699836862, -97.125089612)",HLTHOUT,CHD,4804000,Coronary Heart Disease,32.699836862,-97.125089612,32.6998,-97.1251,236.99,0.04,6.0,67.95,1.16,1.81,2.92,0.98
2017,IL,Illinois,Arlington Heights,City,BRFSS,Health Outcomes,1702154,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.3,4.1,4.4,75101,"(42.095623342, -87.9825627457)",HLTHOUT,CHD,1702154,Coronary Heart Disease,42.095623342,-87.9825627457,42.0956,-87.9826,297.07,0.62,16.97,111.58,3.76,10.72,12.74,1.12
2017,CO,Colorado,Arvada,City,BRFSS,Health Outcomes,803455,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.3,4.2,4.4,106433,"(39.8308263293, -105.146327974)",HLTHOUT,CHD,803455,Coronary Heart Disease,39.8308263293,-105.146327974,39.8308,-105.1463,201.94,0.06,0.95,113.01,0.35,3.0,7.39,0.68
2017,NC,North Carolin,Asheville,City,BRFSS,Health Outcomes,3702140,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.3,5.2,5.4,83393,"(35.5708251391, -82.5537350816)",HLTHOUT,CHD,3702140,Coronary Heart Disease,35.5708251391,-82.5537350816,35.5708,-82.5537,260.35,0.14,8.91,53.64,0.38,5.79,8.89,1.17
2017,GA,Georgia,Athens,City,BRFSS,Health Outcomes,1303440,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.6,6.5,6.7,115452,"(33.9508170683, -83.3689417445)",HLTHOUT,CHD,1303440,Coronary Heart Disease,33.9508170683,-83.3689417445,33.9508,-83.3689,230.31,0.05,3.81,104.43,1.16,6.37,11.22,6.14
2017,GA,Georgia,Atlanta,City,BRFSS,Health Outcomes,1304000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.0,5.9,6.0,420003,"(33.7626524683, -84.4231419055)",HLTHOUT,CHD,1304000,Coronary Heart Disease,33.7626524683,-84.4231419055,33.76,-84.42,230.31,0.05,6.77,92.98,2.98,4.54,8.21,3.14
2017,WA,Washington,Auburn,City,BRFSS,Health Outcomes,5303180,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.5,5.3,5.6,70180,"(47.3038544325, -122.210810557)",HLTHOUT,CHD,5303180,Coronary Heart Disease,47.3038544325,-122.210810557,47.3039,-122.2108,236.99,0.07,2.57,97.28,0.52,0.5,1.09,0.17
2017,GA,Georgia,Augusta,City,BRFSS,Health Outcomes,1304204,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.8,6.7,6.9,195844,"(33.3644561527, -82.0708396775)",HLTHOUT,CHD,1304204,Coronary Heart Disease,33.3644561527,-82.0708396775,33.3645,-82.0708,226.97,0.02,1.97,115.87,0.95,5.53,7.67,0.91
2017,CO,Colorado,Aurora,City,BRFSS,Health Outcomes,804000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.0,4.9,5.1,325078,"(39.7091594781, -104.726526621)",HLTHOUT,CHD,804000,Coronary Heart Disease,39.7091594781,-104.726526621,41.7638,-88.2901,350.48,0.51,21.59,131.61,6.5,19.58,22.44,2.15
2017,IL,Illinois,Aurora,City,BRFSS,Health Outcomes,1703012,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.0,5.9,6.1,197899,"(41.7637750837, -88.2900949057)",HLTHOUT,CHD,1703012,Coronary Heart Disease,41.7637750837,-88.2900949057,39.7092,-104.7265,198.6,0.43,4.46,108.72,1.22,1.69,4.61,0.62
2017,TX,Texas,Austin,City,BRFSS,Health Outcomes,4805000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.1,5.1,5.1,790390,"(30.3068610342, -97.7554771245)",HLTHOUT,CHD,4805000,Coronary Heart Disease,30.3068610342,-97.7554771245,30.3069,-97.7555,243.66,0.04,2.87,60.8,0.48,3.62,9.21,1.2
2017,AZ,Arizona,Avondale,City,BRFSS,Health Outcomes,404720,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.8,5.6,5.9,76238,"(33.3858367405, -112.323626619)",HLTHOUT,CHD,404720,Coronary Heart Disease,33.3858367405,-112.323626619,33.3858,-112.3236,210.29,0.2,1.36,114.44,0.05,1.09,4.73,0.52
2017,CA,California,Bakersfield,City,BRFSS,Health Outcomes,603526,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.8,5.7,5.9,347483,"(35.3513302855, -119.029786003)",HLTHOUT,CHD,603526,Coronary Heart Disease,35.3513302855,-119.029786003,35.3513,-119.0298,233.65,0.13,0.83,101.57,0.32,2.2,2.58,1.19
2017,CA,California,Baldwin Park,City,BRFSS,Health Outcomes,603666,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.4,5.2,5.5,75390,"(34.082871519, -117.972100918)",HLTHOUT,CHD,603666,Coronary Heart Disease,34.082871519,-117.972100918,34.0829,-117.9721,417.23,1.69,22.96,217.44,13.47,60.03,65.21,0.41
2017,MD,Maryland,Baltimore,City,BRFSS,Health Outcomes,2404000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.1,6.0,6.1,620961,"(39.3084523991, -76.6160492311)",HLTHOUT,CHD,2404000,Coronary Heart Disease,39.3084523991,-76.6160492311,39.31,-76.62,360.49,0.14,26.05,26.11,0.72,7.82,13.02,2.15
2017,LA,Louisiana,Baton Rouge,City,BRFSS,Health Outcomes,2205000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.7,6.6,6.8,229493,"(30.4510891679, -91.1263551997)",HLTHOUT,CHD,2205000,Coronary Heart Disease,30.4510891679,-91.1263551997,30.4511,-91.1264,230.31,0.24,9.68,100.14,5.42,5.72,13.52,0.59
2017,TX,Texas,Baytown,City,BRFSS,Health Outcomes,4806128,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.4,6.3,6.6,71802,"(29.7571153043, -94.9676276217)",HLTHOUT,CHD,4806128,Coronary Heart Disease,29.7571153043,-94.9676276217,29.7571,-94.9676,211.95,0.04,4.03,90.84,1.94,7.9,24.17,0.2
2017,TX,Texas,Beaumont,City,BRFSS,Health Outcomes,4807000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.4,6.2,6.4,118296,"(30.084416647, -94.1441072222)",HLTHOUT,CHD,4807000,Coronary Heart Disease,30.084416647,-94.1441072222,30.0844,-94.1441,211.95,0.02,4.67,88.69,2.53,7.01,20.47,0.28
2017,OR,Oregon,Beaverton,City,BRFSS,Health Outcomes,4105350,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.8,4.7,4.9,89803,"(45.4795765674, -122.814973469)",HLTHOUT,CHD,4105350,Coronary Heart Disease,45.4795765674,-122.814973469,45.4796,-122.815,223.64,0.05,0.87,98.71,0.18,0.5,1.32,0.13
2017,WA,Washington,Bellevue,City,BRFSS,Health Outcomes,5305210,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.8,3.7,3.9,122363,"(47.5962437606, -122.153569982)",HLTHOUT,CHD,5305210,Coronary Heart Disease,47.5962437606,-122.153569982,47.5962,-122.1536,260.35,0.37,9.77,81.54,1.52,1.41,2.86,0.46
2017,CA,California,Bellflower,City,BRFSS,Health Outcomes,604982,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.3,5.2,5.4,76616,"(33.8880417923, -118.127100236)",HLTHOUT,CHD,604982,Coronary Heart Disease,33.8880417923,-118.127100236,33.888,-118.1271,377.18,2.46,22.62,177.38,13.95,28.74,32.33,1.22
2017,WA,Washington,Bellingham,City,BRFSS,Health Outcomes,5305280,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.3,5.2,5.5,80885,"(48.7535370315, -122.468092906)",HLTHOUT,CHD,5305280,Coronary Heart Disease,48.7535370315,-122.468092906,48.7532,-122.4726,236.99,0.24,3.0,97.28,1.77,0.51,0.84,0.26
2017,OR,Oregon,Bend,City,BRFSS,Health Outcomes,4105800,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.8,4.6,4.9,76639,"(44.0561827184, -121.308690416)",HLTHOUT,CHD,4105800,Coronary Heart Disease,44.0561827184,-121.308690416,44.0562,-121.3087,205.28,0.08,0.4,98.71,0.08,0.5,0.82,0.1
2017,CA,California,Berkeley,City,BRFSS,Health Outcomes,606000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.1,4.0,4.2,112580,"(37.8725678765, -122.274907975)",HLTHOUT,CHD,606000,Coronary Heart Disease,37.8725678765,-122.274907975,37.8708,-122.2729,233.65,0.73,3.6,95.84,2.09,2.29,4.0,0.55
2017,PA,Pennsylvania,Bethlehem,City,BRFSS,Health Outcomes,4206088,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.9,5.8,6.0,74982,"(40.6266402578, -75.3679048175)",HLTHOUT,CHD,4206088,Coronary Heart Disease,40.6266402578,-75.3679048175,40.6266,-75.3679,257.02,0.03,9.0,56.51,0.95,3.9,5.03,1.39
2017,MT,Montana,Billings,City,BRFSS,Health Outcomes,3006550,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.0,4.9,5.1,104170,"(45.7893102609, -108.54882784)",HLTHOUT,CHD,3006550,Coronary Heart Disease,45.7893102609,-108.54882784,45.7893,-108.5488,205.28,0.01,0.65,118.73,0.14,0.87,2.06,1.17
2017,AL,Alabama,Birmingham,City,BRFSS,Health Outcomes,107000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.3,7.2,7.3,212237,"(33.5275663773, -86.7988174678)",HLTHOUT,CHD,107000,Coronary Heart Disease,33.5275663773,-86.7988174678,33.5276,-86.7988,340.46,0.73,19.36,67.95,1.18,6.19,11.9,1.3
2017,IN,Indiana,Bloomington,City,BRFSS,Health Outcomes,1805860,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.3,6.1,6.4,80405,"(39.1637458221, -86.5257124351)",HLTHOUT,CHD,1805860,Coronary Heart Disease,39.1637458221,-86.5257124351,39.1637,-86.5257,263.69,0.08,3.6,107.29,2.74,14.38,15.39,1.84
2017,MN,Minnesota,Bloomington,City,BRFSS,Health Outcomes,2706616,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.3,4.2,4.4,82893,"(44.8305852429, -93.3150995817)",HLTHOUT,CHD,2706616,Coronary Heart Disease,44.8305852429,-93.3150995817,44.8306,-93.3151,280.38,1.37,17.31,85.83,3.52,1.89,2.58,1.62
2017,IL,Illinois,Bloomington,City,BRFSS,Health Outcomes,1706613,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.3,5.1,5.4,76610,"(40.4756778366, -88.9700813515)",HLTHOUT,CHD,1706613,Coronary Heart Disease,40.4756778366,-88.9700813515,40.4757,-88.9701,243.66,0.12,4.5,117.3,0.81,5.73,6.3,2.95
2017,FL,Florida,Boca Raton,City,BRFSS,Health Outcomes,1207300,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.2,5.1,5.3,84392,"(26.3749012715, -80.1078208861)",HLTHOUT,CHD,1207300,Coronary Heart Disease,26.3749012715,-80.1078208861,26.3749,-80.1078,230.31,0.02,3.9,114.44,1.04,4.69,12.51,0.59
2017,ID,Idaho,Boise City,City,BRFSS,Health Outcomes,1608830,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.1,5.0,5.2,205671,"(43.5984343897, -116.230885189)",HLTHOUT,CHD,1608830,Coronary Heart Disease,43.5984343897,-116.230885189,43.6,-116.23,195.27,0.06,0.42,104.43,0.1,1.05,1.65,0.86
2017,IL,Illinois,Bolingbrook,City,BRFSS,Health Outcomes,1707133,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.1,5.0,5.2,73366,"(41.6911653908, -88.1011218035)",HLTHOUT,CHD,1707133,Coronary Heart Disease,41.6911653908,-88.1011218035,41.6912,-88.1011,410.56,1.31,43.18,103.0,13.71,15.68,20.0,2.72
2017,MA,Massachusetts,Boston,City,BRFSS,Health Outcomes,2507000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.2,5.2,5.3,617594,"(42.3155796777, -71.0916505804)",HLTHOUT,CHD,2507000,Coronary Heart Disease,42.3155796777,-71.0916505804,42.32,-71.09,273.71,0.01,12.17,85.12,0.75,2.1,3.28,0.83
2017,CO,Colorado,Boulder,City,BRFSS,Health Outcomes,807850,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.2,4.1,4.3,97385,"(40.0275510494, -105.25151776)",HLTHOUT,CHD,807850,Coronary Heart Disease,40.0275510494,-105.25151776,40.0276,-105.2515,196.93,0.06,1.46,89.41,0.17,3.18,5.66,0.83
2017,FL,Florida,Boynton Beach,City,BRFSS,Health Outcomes,1207875,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.4,6.3,6.6,68217,"(26.5279818052, -80.0814660417)",HLTHOUT,CHD,1207875,Coronary Heart Disease,26.5279818052,-80.0814660417,26.528,-80.0815,223.64,0.02,4.16,108.72,0.95,3.78,10.41,0.59
2017,CT,Connecticut,Bridgeport,City,BRFSS,Health Outcomes,908000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.0,5.9,6.1,144229,"(41.1928054233, -73.196054694)",HLTHOUT,CHD,908000,Coronary Heart Disease,41.1928054233,-73.196054694,41.1928,-73.1961,427.25,0.29,45.24,23.96,0.66,6.0,8.32,1.9
2017,MA,Massachusetts,Brockton,City,BRFSS,Health Outcomes,2509000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.0,5.9,6.1,93810,"(42.082071372, -71.0241656338)",HLTHOUT,CHD,2509000,Coronary Heart Disease,42.082071372,-71.0241656338,42.0821,-71.0242,293.73,0.01,12.17,82.97,0.62,3.14,5.16,0.97
2017,OK,Oklahoma,Broken Arrow,City,BRFSS,Health Outcomes,4009050,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.5,5.4,5.6,98850,"(36.0366324911, -95.7809572414)",HLTHOUT,CHD,4009050,Coronary Heart Disease,36.0366324911,-95.7809572414,36.0366,-95.781,213.62,0.07,3.47,82.25,0.6,4.38,7.32,0.97
2017,MN,Minnesota,Brooklyn Park,City,BRFSS,Health Outcomes,2707966,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.8,4.7,4.9,75781,"(45.1112033916, -93.3505067942)",HLTHOUT,CHD,2707966,Coronary Heart Disease,45.1112033916,-93.3505067942,45.1112,-93.3505,240.33,0.39,5.36,97.28,0.55,1.1,1.82,0.97
2017,TX,Texas,Brownsville,City,BRFSS,Health Outcomes,4810768,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.3,7.2,7.4,175023,"(25.9981977861, -97.4566343763)",HLTHOUT,CHD,4810768,Coronary Heart Disease,25.9981977861,-97.4566343763,25.9982,-97.4566,230.31,0.13,2.14,77.25,1.03,9.56,27.43,0.66
2017,TX,Texas,Bryan,City,BRFSS,Health Outcomes,4810912,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.5,6.3,6.6,76201,"(30.6665687582, -96.3663819223)",HLTHOUT,CHD,4810912,Coronary Heart Disease,30.6665687582,-96.3663819223,30.6666,-96.3664,223.64,0.03,1.5,79.39,0.86,5.13,13.85,1.0
2017,CA,California,Buena Park,City,BRFSS,Health Outcomes,608786,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.9,4.8,5.0,80530,"(33.8572126844, -118.004517591)",HLTHOUT,CHD,608786,Coronary Heart Disease,33.8572126844,-118.004517591,33.8572,-118.0045,377.18,2.46,22.62,177.38,13.95,28.74,32.33,1.22
2017,NY,New York,Buffalo,City,BRFSS,Health Outcomes,3611000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.1,7.0,7.1,261310,"(42.9014518233, -78.8475237264)",HLTHOUT,CHD,3611000,Coronary Heart Disease,42.9014518233,-78.8475237264,42.9015,-78.8475,367.17,0.5,26.73,52.21,1.97,5.99,8.32,15.2
2017,CA,California,Burbank,City,BRFSS,Health Outcomes,608954,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.6,4.5,4.7,103340,"(34.1879799605, -118.323429032)",HLTHOUT,CHD,608954,Coronary Heart Disease,34.1879799605,-118.323429032,34.188,-118.3234,297.07,0.96,8.74,150.2,4.41,14.44,16.38,0.93
2017,VT,Vermont,Burlington,City,BRFSS,Health Outcomes,5010675,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.8,5.6,6.1,42417,"(44.4876245694, -73.2314828365)",HLTHOUT,CHD,5010675,Coronary Heart Disease,44.4876245694,-73.2314828365,44.4876,-73.2315,253.68,0.02,8.05,69.38,0.15,0.97,1.36,1.14
2017,MA,Massachusetts,Cambridge,City,BRFSS,Health Outcomes,2511000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.1,4.0,4.2,105162,"(42.3758188051, -71.1183992378)",HLTHOUT,CHD,2511000,Coronary Heart Disease,42.3758188051,-71.1183992378,42.3758,-71.1184,273.71,0.01,12.17,85.12,0.75,2.1,3.28,0.83
2017,NJ,New Jersey,Camden,City,BRFSS,Health Outcomes,3410000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.2,8.1,8.4,77344,"(39.9361910066, -75.1072961899)",HLTHOUT,CHD,3410000,Coronary Heart Disease,39.9361910066,-75.1072961899,39.9362,-75.1073,560.76,7.15,59.63,3.44,3.55,11.82,16.02,4.31
2017,OH,Ohio,Canton,City,BRFSS,Health Outcomes,3912000,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.2,8.0,8.3,73007,"(40.8080192662, -81.3676594998)",HLTHOUT,CHD,3912000,Coronary Heart Disease,40.8080192662,-81.3676594998,40.808,-81.3677,307.08,0.3,20.05,90.12,5.84,3.91,4.86,1.62
2017,FL,Florida,Cape Coral,City,BRFSS,Health Outcomes,1210275,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.3,6.2,6.4,154305,"(26.6448544993, -81.9931108298)",HLTHOUT,CHD,1210275,Coronary Heart Disease,26.6448544993,-81.9931108298,26.6449,-81.9931,243.66,0.04,5.57,101.57,0.48,6.21,12.35,1.09
2017,CA,California,Carlsbad,City,BRFSS,Health Outcomes,611194,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,3.9,3.8,4.0,105328,"(33.1248051026, -117.282903303)",HLTHOUT,CHD,611194,Coronary Heart Disease,33.1248051026,-117.282903303,33.1248,-117.2829,233.65,0.15,0.93,108.72,0.71,2.96,4.63,0.16
2017,IN,Indiana,Carmel,City,BRFSS,Health Outcomes,1810342,Coronary heart disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.4,4.2,4.5,79191,"(39.9658404613, -86.1461278461)",HLTHOUT,CHD,1810342,Coronary Heart Disease,39.9658404613,-86.1461278461,39.9658,-86.1461,257.02,0.14,5.06,97.28,0.62,8.05,9.04,3.45
